gs_row,outcome,study_id,title,main_aim_of_study,intervention,intervention_type,intervention_grouping,arm,ad_class,ad_dose_numerical_fixed_amount_range_or_mean_dose,ad_dose_categorised,dose_schedule,length_of_study_start_to_post_intervention,pain_condition,general_pain_grouping,iasp_pain_grouping,minimum_pain_inclusion,design,imputation_method,scale,timepoint,follow_up_timepoint,mean,sd,se,median,ci_lower,ci_upper,iqr_lower,iqr_higher,n,r,r_percent,change_score,adverse_events_definition,stats_notes,study_notes,date_checked,remove_row_for_mood_analysis,intervention_category,direction_of_improvement,outcome_nma,outcome_label,model_type,model_text,outcome_all,time_no_change
54,pain_sub,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,23,0.26,FALSE,NA,NA,NA,2021-09-27,NA,placebo,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
55,pain_sub,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 50mg,snri,50mg,standard,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,22,0.35,FALSE,NA,NA,NA,2021-09-27,NA,ad,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
56,pain_sub,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 100mg,snri,100mg,high,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,32,0.37,FALSE,NA,NA,NA,2021-09-27,NA,ad,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
57,pain_sub,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 200mg,snri,200mg,high,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,36,0.36,FALSE,NA,NA,NA,2021-09-27,NA,ad,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
58,pain_sub,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 400mg,snri,400mg,high,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,22,0.32,FALSE,NA,NA,NA,2021-09-27,NA,ad,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
59,adverse,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,68,0.7559999999999999,FALSE,NA,NA,NA,NA,NA,placebo,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
60,adverse,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 50mg,snri,50mg,standard,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,47,0.746,FALSE,NA,NA,NA,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
61,adverse,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 100mg,snri,100mg,high,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,65,0.747,FALSE,NA,NA,NA,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
62,adverse,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 200mg,snri,200mg,high,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,82,0.828,FALSE,NA,NA,NA,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
63,adverse,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 400mg,snri,400mg,high,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,63,0.9129999999999999,FALSE,NA,NA,NA,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
64,serious_adverse,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,6,0.066,FALSE,NA,NA,NA,NA,NA,placebo,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
65,serious_adverse,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 50mg,snri,50mg,standard,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1,0.016,FALSE,NA,NA,NA,NA,NA,ad,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
66,serious_adverse,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 100mg,snri,100mg,high,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,1,0.011000000000000001,FALSE,NA,NA,NA,NA,NA,ad,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
67,serious_adverse,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 200mg,snri,200mg,high,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,0.01,FALSE,NA,NA,NA,NA,NA,ad,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
68,serious_adverse,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 400mg,snri,400mg,high,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,3,0.043,FALSE,NA,NA,NA,NA,NA,ad,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
69,withdrawal,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,15,0.16699999999999998,FALSE,NA,NA,NA,NA,NA,placebo,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
70,withdrawal,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 50mg,snri,50mg,standard,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,12,0.19,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
71,withdrawal,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 100mg,snri,100mg,high,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,18,0.207,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
72,withdrawal,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 200mg,snri,200mg,high,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,31,0.313,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
73,withdrawal,allen 2014,clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 400mg,snri,400mg,high,fixed,13 weeks,diabetic peripheral neuropathy,neuropathic,neuropathic,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,27,0.391,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
84,pain_sub,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,28,0.22,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,placebo,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
85,pain_sub,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 50mg,snri,50mg,standard,fixed,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,31,0.24,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,ad,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
86,pain_sub,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 100mg,snri,100mg,high,fixed,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,29,0.22,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,ad,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
87,pain_sub,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 200mg,snri,200mg,high,fixed,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,33,0.25,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,ad,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
88,pain_sub,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 400mg,snri,400mg,high,fixed,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,25,0.18,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,ad,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
89,adverse_dropout,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,safety population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,18,0.14,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,placebo,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
90,adverse_dropout,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 50mg,snri,50mg,standard,fixed,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,safety population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,19,0.14,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
91,adverse_dropout,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 100mg,snri,100mg,high,fixed,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,safety population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,39,0.28,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
92,adverse_dropout,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 200mg,snri,200mg,high,fixed,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,safety population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,40,0.28,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
93,adverse_dropout,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 400mg,snri,400mg,high,fixed,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,safety population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,52,0.35,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
94,adverse,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,safety population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,106,0.82,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,placebo,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
95,adverse,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 50mg,snri,50mg,standard,fixed,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,safety population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,123,0.9,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
96,adverse,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 100mg,snri,100mg,high,fixed,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,safety population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,122,0.88,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
97,adverse,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 200mg,snri,200mg,high,fixed,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,safety population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,122,0.86,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
98,adverse,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 400mg,snri,400mg,high,fixed,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,safety population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,136,0.91,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
99,serious_adverse,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,safety population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,6,0.05,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,placebo,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
100,serious_adverse,allen 2017,clinical experience with desvenlafaxine in treatment of patients with fibromyalgia syndrome,pain,desvenlafaxine,antidepressant,antidepressant,desvenlafaxine 50mg,snri,50mg,standard,fixed,15 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,safety population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,3,0.02,FALSE,NA,NA,study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,ad,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
