Outcome,Study ID,Title,Main aim of study,Intervention,Intervention type,Intervention grouping,Arm,AD class,"AD dose numerical (fixed amount, range or mean dose)",AD dose categorised,Dose schedule,Length of study (start to post-intervention),Pain condition,General pain grouping,IASP pain grouping,Minimum pain inclusion?,Design,Imputation method,Scale,Timepoint,Follow up timepoint,mean,sd,se,median,ci lower,ci upper,iqr lower,iqr higher,n,r,r%,Change score,Adverse events definition,Stats notes,Study notes,Date checked,Remove row for mood analysis,Funded by pharma?,Sequence generation,Allocation concealment,Blinding of participants and personnel,Blinding of outcome assessors,Incomplete outcome data,Selective outcome reporting,Other sources of bias
pain_int,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 400mg,SNRI,400mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Post_int,NA,-2.74,NA,0.27,NA,NA,NA,NA,NA,40,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
pain_sub,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,23,26,FALSE,NA,NA,NA,2021-09-27,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
pain_sub,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 50mg,SNRI,50mg,Standard,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,22,35,FALSE,NA,NA,NA,2021-09-27,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
pain_sub,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 100mg,SNRI,100mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,32,37,FALSE,NA,NA,NA,2021-09-27,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
pain_sub,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 200mg,SNRI,200mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,36,36,FALSE,NA,NA,NA,2021-09-27,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
pain_sub,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 400mg,SNRI,400mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,22,32,FALSE,NA,NA,NA,2021-09-27,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
pgic_cont,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,PGIC,Post_int,NA,3.13,NA,0.13,NA,NA,NA,NA,NA,76,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
pgic_cont,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 50mg,SNRI,50mg,Standard,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,PGIC,Post_int,NA,2.74,NA,0.15,NA,NA,NA,NA,NA,54,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
pgic_cont,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 100mg,SNRI,100mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,PGIC,Post_int,NA,2.71,NA,0.13,NA,NA,NA,NA,NA,70,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
pgic_cont,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 200mg,SNRI,200mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,PGIC,Post_int,NA,2.35,NA,0.13,NA,NA,NA,NA,NA,69,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
pgic_cont,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 400mg,SNRI,400mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,PGIC,Post_int,NA,2.52,NA,0.16,NA,NA,NA,NA,NA,45,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
adverse,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,75.6,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
adverse,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 50mg,SNRI,50mg,Standard,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,74.6,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
adverse,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 100mg,SNRI,100mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,74.7,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
adverse,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 200mg,SNRI,200mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,82.8,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
adverse,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 400mg,SNRI,400mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,91.3,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
serious_adverse,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6.6,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
serious_adverse,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 50mg,SNRI,50mg,Standard,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.6,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
serious_adverse,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 100mg,SNRI,100mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.1,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
serious_adverse,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 200mg,SNRI,200mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
serious_adverse,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 400mg,SNRI,400mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.3,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
withdrawal,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,16.7,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
withdrawal,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 50mg,SNRI,50mg,Standard,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,19,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
withdrawal,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 100mg,SNRI,100mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,20.7,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
withdrawal,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 200mg,SNRI,200mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31.3,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
withdrawal,Allen 2014,Clinical experience with desvenlafaxine in treatment of patients with diabetic peripheral neuropathy,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 400mg,SNRI,400mg,High,Fixed,13 weeks,Diabetic peripheral neuropathy,Neuropathic,Neuropathic,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,39.1,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Unclear,Unclear,Low
pain_int,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Baseline,NA,6.7,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,FALSE,NA,"Baseline pain is average of all arms, was not reported separately for each arm.",Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pain_int,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 50mg,SNRI,50mg,Standard,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Baseline,NA,6.7,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,FALSE,NA,"Baseline pain is average of all arms, was not reported separately for each arm.",Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pain_int,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 100mg,SNRI,100mg,High,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Baseline,NA,6.7,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,FALSE,NA,"Baseline pain is average of all arms, was not reported separately for each arm.",Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pain_int,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 200mg,SNRI,200mg,High,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Baseline,NA,6.7,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,FALSE,NA,"Baseline pain is average of all arms, was not reported separately for each arm.",Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pain_int,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 400mg,SNRI,400mg,High,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Baseline,NA,6.7,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,FALSE,NA,"Baseline pain is average of all arms, was not reported separately for each arm.",Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pain_int,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Post_int,NA,-2.21,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,TRUE,NA,"Baseline pain is average of all arms, was not reported separately for each arm.",Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pain_int,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 50mg,SNRI,50mg,Standard,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Post_int,NA,-2.09,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,TRUE,NA,"Baseline pain is average of all arms, was not reported separately for each arm.",Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pain_int,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 100mg,SNRI,100mg,High,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Post_int,NA,-2.07,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,TRUE,NA,"Baseline pain is average of all arms, was not reported separately for each arm.",Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pain_int,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 200mg,SNRI,200mg,High,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Post_int,NA,-2.24,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,TRUE,NA,"Baseline pain is average of all arms, was not reported separately for each arm.",Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pain_int,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 400mg,SNRI,400mg,High,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Post_int,NA,-2.14,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,TRUE,NA,"Baseline pain is average of all arms, was not reported separately for each arm.",Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pain_sub,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,22,FALSE,NA,NA,Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pain_sub,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 50mg,SNRI,50mg,Standard,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,24,FALSE,NA,NA,Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pain_sub,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 100mg,SNRI,100mg,High,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,22,FALSE,NA,NA,Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pain_sub,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 200mg,SNRI,200mg,High,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,25,FALSE,NA,NA,Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pain_sub,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 400mg,SNRI,400mg,High,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,18,FALSE,NA,NA,Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pgic_muchandverymuch_imp,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,43,FALSE,NA,NA,Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pgic_muchandverymuch_imp,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 50mg,SNRI,50mg,Standard,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,25,FALSE,NA,NA,Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pgic_muchandverymuch_imp,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 100mg,SNRI,100mg,High,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,38,FALSE,NA,NA,Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pgic_muchandverymuch_imp,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 200mg,SNRI,200mg,High,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,44,FALSE,NA,NA,Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
pgic_muchandverymuch_imp,Allen 2017,Clinical Experience with Desvenlafaxine in Treatment of Patients with Fibromyalgia Syndrome,Pain,Desvenlafaxine,Antidepressant,Antidepressant,Desvenlafaxine 400mg,SNRI,400mg,High,Fixed,15 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,ITT with LOCF,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,47,FALSE,NA,NA,Study was discontinued by the sponsor at 15 weeks due to not meeting pre-specified efficacy interim measures.,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,High,Low
